uniprot,symbol,compartments,n_compartments
P19174-2,PLCG1,cytosol;nucleus;plasma_membrane,3
Q9NS86,LANCL2,cytoskeleton;cytosol;nucleus;plasma_membrane,4
Q9NXF7,DCAF16,nucleus,1
Q9NP77,SSU72,nucleus,1
Q9Y2E5,MAN2B2,extracellular;lysosome;vesicle,3
Q9NVS9,PNPO,cytosol;mitochondrion,2
Q9H9V9-2,JMJD4,cytosol;nucleus,2
P02649,APOE,cell junction;endoplasmic_reticulum;endosome;extracellular;golgi;nucleus;plasma_membrane;synapse;vesicle,9
Q96EE3-1,SEH1L,cytosol;lysosome;nucleus,3
Q8WY07,SLC7A3,plasma_membrane,1
B2CI53,SLC4A7,plasma_membrane,1
P07093-2,SERPINE2,cell junction;cytosol;extracellular;synapse;vesicle,5
B7ZAQ6-2,GPR89A,golgi;vesicle,2
Q9NVH2-2,INTS7,nucleus,1
Q9Y4F1,FARP1,cell junction;cytoskeleton;cytosol;plasma_membrane;synapse,5
Q9BVM2,DPCD,nucleus,1
P47895,ALDH1A3,cytosol;extracellular;nucleus;vesicle,4
Q9H3F6,KCTD10,cytosol;nucleus,2
Q68E01-2,INTS3,nucleus,1
Q01804-3,OTUD4,cytosol;nucleus,2
Q9Y6D6,ARFGEF1,cytosol;golgi;nucleolus;nucleus,4
O43823,AKAP8,nucleolus;nucleus,2
Q9Y375,NDUFAF1,cytosol;mitochondrion,2
E9PBV3,SBSN,extracellular;vesicle,2
P31944,CASP14,cytosol;mitochondrion;nucleus,3
Q96QA5,GSDMA,cytosol;nucleus;plasma_membrane,3
P23490,LOR,cytosol;nucleus;plasma_membrane,3
Q8IUX1-4,TMEM126B,mitochondrion,1
Q5T749,KPRP,extracellular;vesicle,2
Q9H2K2,TNKS2,cytoskeleton;cytosol;golgi;nucleus,4
O95271-2,TNKS,cytoskeleton;cytosol;golgi;nucleus,4
Q9NPB8,GPCPD1,cytosol,1
Q9P2N5,RBM27,nucleus,1
Q5T8P6-2,RBM26,nucleus,1
Q8WUB8-2,PHF10,nucleus,1
Q96JP5-2,ZFP91,nucleolus;nucleus,2
Q8NAF0,ZNF579,nucleus,1
Q5JTH9-2,RRP12,nucleolus;nucleus;plasma_membrane,3
Q14966-3,ZNF638,nucleus,1
Q96GA3,LTV1,cytosol;nucleus,2
P48634-2,PRRC2A,cytosol;extracellular;nucleus;plasma_membrane;vesicle,5
Q96SL8,FIZ1,nucleus,1
P05412,JUN,nucleus,1
O00488,ZNF593,nucleolus;nucleus,2
Q9NVX2,NLE1,nucleolus;nucleus,2
Q9H6S0,YTHDC2,endoplasmic_reticulum;nucleus,2
Q99575,POP1,extracellular;nucleolus;nucleus,3
Q13523,PRPF4B,nucleus,1
Q92901,RPL3L,cytosol,1
Q99676,ZNF184,nucleus,1
Q9UII5,ZNF107,nucleus,1
P17948-2,FLT1,cell junction;cytoskeleton;endosome;extracellular;plasma_membrane;vesicle,6
O60765,ZNF354A,cytosol;nucleolus;nucleus,3
P59923,ZNF445,nucleus,1
Q08AN1,ZNF616,nucleus,1
Q96IR2,ZNF845,nucleus,1
Q9P2J8,ZNF624,nucleus,1
Q3KP31,ZNF791,nucleus,1
Q9UC06,ZNF70,nucleus,1
Q9UEG4,ZNF629,nucleus,1
Q9NUL3-2,STAU2,cytoskeleton;cytosol;endoplasmic_reticulum;nucleolus;nucleus;plasma_membrane,6
Q13206,DDX10,nucleolus;nucleus,2
Q9GZL7,WDR12,nucleolus;nucleus,2
O60287,URB1,nucleolus;nucleus,2
Q9H7N4,SCAF1,nucleus,1
Q8IYB3-2,SRRM1,cytosol;nucleus,2
Q15361,TTF1,cytosol;nucleolus;nucleus;plasma_membrane,4
Q9NWT1,PAK1IP1,nucleolus;nucleus,2
A4D1E9,GTPBP10,mitochondrion;nucleolus;nucleus,3
P61353,RPL27,cell junction;cytosol;endoplasmic_reticulum;extracellular;nucleolus;nucleus;vesicle,7
P30050,RPL12,cell junction;cytosol;extracellular;synapse;vesicle,5
Q12873-2,CHD3,cytoskeleton;nucleolus;nucleus,3
Q9UHA3,RSL24D1,nucleolus;nucleus,2
Q9NVP1,DDX18,nucleolus;nucleus,2
Q9HCE1,MOV10,cytosol;extracellular;nucleus,3
Q92674,CENPI,cytosol;nucleus,2
Q5SVQ8,ZBTB41,nucleus,1
Q9UII4,HERC5,cytosol,1
O95631,NTN1,cytosol;extracellular,2
O15015-2,ZNF646,nucleus,1
Q96CB9,NSUN4,mitochondrion,1
P30414,NKTR,cytosol;nucleus;plasma_membrane,3
Q9NVU7,SDAD1,nucleolus;nucleus,2
Q14137,BOP1,nucleolus;nucleus,2
Q96BT3,CENPT,cytosol;nucleus,2
Q96L73-2,NSD1,nucleus,1
Q8N8A6,DDX51,nucleolus;nucleus,2
Q9NUQ6-2,SPATS2L,cytosol;nucleolus;nucleus,3
Q9H116,GZF1,nucleolus;nucleus,2
P17020,ZNF16,nucleolus;nucleus,2
P83731,RPL24,cytosol;endoplasmic_reticulum;extracellular;vesicle,4
Q9NS56,TOPORS,cytoskeleton;nucleus;plasma_membrane,3
Q9H2G4,TSPYL2,nucleolus;nucleus,2
Q9BRZ2,TRIM56,cytosol;nucleus,2
Q96G21,IMP4,nucleolus;nucleus,2
Q8TBK2,SETD6,cytosol;nucleus,2
Q7Z406-2,MYH14,cytoskeleton;cytosol;extracellular;vesicle,4
Q8NB90,SPATA5,cytoskeleton;cytosol;nucleus,3
Q9NSV4-1,DIAPH3,cytoskeleton;cytosol;nucleus;plasma_membrane,4
P19105,MYL12A,cytoskeleton;cytosol;extracellular;vesicle,4
O75506,HSBP1,cytosol;nucleus,2
Q7Z4L5,TTC21B,cytoskeleton;plasma_membrane,2
Q86UP3-2,ZFHX4,nucleus,1
O14976,GAK,cell junction;cytosol;golgi;vesicle,4
Q9Y5X3,SNX5,cytosol;endosome;plasma_membrane;vesicle,4
Q9BXN6,SPANXD,nucleus,1
Q9NS26,SPANXA2,nucleus,1
Q01581,HMGCS1,cytosol;nucleus;plasma_membrane,3
O15357,INPPL1,cytoskeleton;cytosol;nucleus;plasma_membrane,4
P61956,SUMO2,nucleus,1
P19634,SLC9A1,cell junction;extracellular;plasma_membrane;vesicle,4
Q9H3E2,SNX25,endosome;vesicle,2
Q7Z7K0,CMC1,mitochondrion,1
Q9NR09,BIRC6,cytoskeleton;cytosol;endosome;golgi;nucleus;vesicle,6
Q9Y573-2,IPP,cytoskeleton,1
Q13554-2,CAMK2B,cell junction;cytoskeleton;cytosol;endoplasmic_reticulum;nucleus;plasma_membrane;synapse;vesicle,8
P46736-2,BRCC3,cytoskeleton;cytosol;nucleus,3
O14618,CCS,cytosol;mitochondrion;nucleus,3
Q6ZVD7,STOX1,cytoskeleton;cytosol;nucleolus;nucleus,4
A4D1P6-2,WDR91,cytosol;endosome;vesicle,3
Q99418-2,CYTH2,cell junction;cytosol;golgi;plasma_membrane,4
Q14596-2,NBR1,cytosol;endosome;lysosome;nucleus;peroxisome;vesicle,6
P25092,GUCY2C,endoplasmic_reticulum;nucleus;plasma_membrane,3
Q9NRR4-2,DROSHA,nucleolus;nucleus,2
Q9NYF8-2,BCLAF1,nucleus,1
Q99873-2,PRMT1,cytosol;lysosome;nucleus,3
Q8NEY8-2,PPHLN1,cytosol;golgi;nucleus,3
Q99549-2,MPHOSPH8,cytosol;nucleolus;nucleus;plasma_membrane,4
Q9BZF3-5,OSBPL6,cytosol;endoplasmic_reticulum;endosome;nucleus;plasma_membrane;vesicle,6
Q9BRL6-2,SRSF8,cytosol;nucleus,2
P02788,LTF,endosome;extracellular;nucleus;plasma_membrane;vesicle,5
E9PFB9,CCDC18,cytoskeleton,1
Q14207,NPAT,nucleus,1
Q9Y5B9,SUPT16H,nucleus,1
P46100-2,ATRX,nucleus,1
Q13111,CHAF1A,nucleus,1
Q9H9B1-3,EHMT1,nucleus,1
P09874,PARP1,cytosol;mitochondrion;nucleolus;nucleus,4
Q8TEX9-2,IPO4,nucleus,1
Q96KQ7-2,EHMT2,nucleus,1
Q6ZRQ5,MMS22L,cytosol;nucleus,2
Q14566,MCM6,nucleus,1
P33991,MCM4,nucleus,1
P45973,CBX5,nucleolus;nucleus,2
Q96HA7-2,TONSL,nucleus,1
O95785,WIZ,extracellular;nucleus;vesicle,3
Q6ZU65,UBN2,extracellular;nucleus,2
Q8IV63-2,VRK3,nucleolus;nucleus,2
Q92968,PEX13,cytosol;peroxisome,2
Q5BKT4,ALG10,endoplasmic_reticulum;nucleus,2
Q8WYA6,CTNNBL1,cytoskeleton;cytosol;nucleus,3
Q9HCF6-11,TRPM3,plasma_membrane,1
O43734-2,TRAF3IP2,plasma_membrane,1
P62380,TBPL1,nucleus,1
Q92900-2,UPF1,cytosol;nucleus,2
O15355,PPM1G,nucleus,1
Q8N9T8-2,KRI1,nucleolus;nucleus,2
O15226,NKRF,nucleolus;nucleus,2
P49711,CTCF,nucleolus;nucleus,2
P41208,CETN2,cytoskeleton;cytosol;nucleus;plasma_membrane,4
Q8IUX4,APOBEC3F,nucleus,1
Q9NSD4,ZNF275,nucleus,1
O95625,ZBTB11,nucleolus;nucleus,2
P17010-2,ZFX,nucleolus;nucleus,2
Q13268,DHRS2,mitochondrion;nucleus,2
Q8IZL8-2,PELP1,nucleolus;nucleus,2
Q9Y2Q9,MRPS28,mitochondrion,1
Q9H4Z2-2,ZNF335,nucleus,1
Q05707-2,COL14A1,endoplasmic_reticulum;extracellular,2
P56730,PRSS12,cell junction;extracellular;plasma_membrane;synapse,4
P12109,COL6A1,endoplasmic_reticulum;extracellular;lysosome;vesicle,4
O15230,LAMA5,extracellular;nucleus;vesicle,3
Q9Y274,ST3GAL6,extracellular;golgi;vesicle,3
O95450-2,ADAMTS2,extracellular,1
Q8IWU6,SULF1,endoplasmic_reticulum;extracellular;golgi;plasma_membrane,4
P10515,DLAT,mitochondrion,1
P08559,PDHA1,mitochondrion;nucleolus;nucleus,3
Q96IW7,SEC22A,endoplasmic_reticulum;nucleus,2
P46199,MTIF2,mitochondrion;nucleus,2
Q9BYC8,MRPL32,mitochondrion,1
Q96GC5,MRPL48,mitochondrion,1
Q9NQ50,MRPL40,mitochondrion;nucleus,2
P09001,MRPL3,mitochondrion,1
Q9BYD6,MRPL1,mitochondrion,1
Q9H9J2,MRPL44,mitochondrion;nucleus,2
Q7Z7F7-2,MRPL55,mitochondrion,1
Q9Y421,FAM32A,nucleolus;nucleus,2
P49406,MRPL19,mitochondrion;nucleus,2
Q9P015,MRPL15,mitochondrion,1
Q9NRX2,MRPL17,mitochondrion,1
Q9UIW2,PLXNA1,extracellular;plasma_membrane;vesicle,3
Q9H7X3,ZNF696,nucleus,1
Q15072,ZNF146,nucleolus;nucleus,2
Q86VZ4,LRP11,plasma_membrane,1
P00750-4,PLAT,extracellular;plasma_membrane;vesicle,3
O94813,SLIT2,extracellular;vesicle,2
Q9H2E6-2,SEMA6A,plasma_membrane,1
Q7LGC8,CHST3,golgi,1
P13611-2,VCAN,cell junction;endoplasmic_reticulum;extracellular;golgi;lysosome;plasma_membrane;synapse,7
O96000,NDUFB10,mitochondrion,1
O43678,NDUFA2,mitochondrion,1
P56556,NDUFA6,mitochondrion,1
O00217,NDUFS8,mitochondrion,1
O95178,NDUFB2,mitochondrion,1
Q8N0U4,FAM185A,mitochondrion,1
Q16718,NDUFA5,mitochondrion,1
Q14194,CRMP1,cytoskeleton;cytosol;plasma_membrane,3
O75882-2,ATRN,extracellular;plasma_membrane;vesicle,3
P06213-2,INSR,endosome;extracellular;lysosome;plasma_membrane;vesicle,5
P42892-2,ECE1,endosome;extracellular;lysosome;plasma_membrane;vesicle,5
Q92896-2,GLG1,cytoskeleton;extracellular;golgi;plasma_membrane;vesicle,5
P20645,M6PR,endosome;golgi;lysosome;plasma_membrane;vesicle,5
Q9UBG0,MRC2,cell junction;plasma_membrane,2
Q6UXH1-2,CRELD2,endoplasmic_reticulum;extracellular,2
P29803,PDHA2,mitochondrion;nucleus,2
P18084,ITGB5,cell junction;extracellular;plasma_membrane;vesicle,4
O00462,MANBA,lysosome;plasma_membrane;vesicle,3
Q9Y219-2,JAG2,plasma_membrane,1
Q8NFZ4,NLGN2,cell junction;er_golgi_intermediate;plasma_membrane;synapse,4
Q86XP3-2,DDX42,nucleus,1
Q9BV90,SNRNP25,cytosol;extracellular;nucleus,3
P15923-2,TCF3,nucleus,1
Q99081-3,TCF12,nucleus,1
Q8TDZ2-2,MICAL1,cytoskeleton;cytosol;endosome;extracellular;plasma_membrane;vesicle,6
Q9NUQ3,TXLNG,cytosol;nucleus,2
P53582,METAP1,cytosol,1
A6NDG6,PGP,cytosol,1
Q6TFL4-2,KLHL24,cell junction;plasma_membrane,2
Q6IA69,NADSYN1,cytosol,1
Q9H4A5,GOLPH3L,cytosol;golgi,2
Q96HR9,REEP6,endoplasmic_reticulum;nucleus;vesicle,3
Q9BZK7,TBL1XR1,cytoskeleton;nucleus,2
O60907-2,TBL1X,cytoskeleton;nucleus,2
O15379-2,HDAC3,cytoskeleton;cytosol;nucleus,3
Q92769,HDAC2,nucleus,1
Q9UBB5-2,MBD2,cytosol;nucleus,2
Q14839-2,CHD4,cytoskeleton;nucleus,2
Q8TDI0,CHD5,nucleus,1
O94776,MTA2,nucleus,1
Q9BTC8-2,MTA3,nucleus,1
Q9Y484-2,WDR45,cytosol,1
Q9BTZ2-4,DHRS4,cytosol;endoplasmic_reticulum;mitochondrion;nucleus;peroxisome,5
P21283,ATP6V1C1,cytosol;extracellular;lysosome;plasma_membrane;vesicle,5
Q16864,ATP6V1F,cell junction;cytosol;endosome;extracellular;golgi;lysosome;plasma_membrane;synapse;vesicle,9
Q96A05,ATP6V1E2,cytosol,1
P36543,ATP6V1E1,cell junction;cytosol;endosome;extracellular;lysosome;plasma_membrane;synapse;vesicle,8
P38606,ATP6V1A,cytosol;endosome;extracellular;golgi;lysosome;nucleus;plasma_membrane;vesicle,8
Q8TDJ6,DMXL2,cell junction;extracellular;synapse;vesicle,4
O00507-2,USP9Y,cytosol;nucleus,2
Q9H0D6-2,XRN2,nucleolus;nucleus,2
P11277-2,SPTB,cell junction;cytoskeleton;cytosol;plasma_membrane;synapse,5
P11047,LAMC1,endoplasmic_reticulum;extracellular;vesicle,3
Q9NZJ5,EIF2AK3,cytosol;endoplasmic_reticulum;mitochondrion;nucleus,4
Q9UMR5-2,PPT2,extracellular;lysosome;vesicle,3
Q96Q05-2,TRAPPC9,cytosol;endoplasmic_reticulum;golgi;vesicle,4
P02751-15,FN1,endoplasmic_reticulum;er_golgi_intermediate;extracellular;plasma_membrane;vesicle,5
Q05932-2,FPGS,cytosol;mitochondrion,2
O75962-2,TRIO,cell junction;cytosol;synapse,3
Q7Z460,CLASP1,cytoskeleton;cytosol;golgi;nucleus,4
Q9UPU5,USP24,cytosol;nucleus,2
Q13395,TARBP1,nucleus,1
Q8N2G8,GHDC,endoplasmic_reticulum;extracellular;nucleus;vesicle,4
Q15003,NCAPH,cytosol;nucleus,2
O95202,LETM1,mitochondrion,1
P63098,PPP3R1,cytosol;nucleus;plasma_membrane,3
Q9Y263,PLAA,cell junction;cytosol;extracellular;nucleus;plasma_membrane;synapse;vesicle,7
P50748,KNTC1,cytoskeleton;cytosol;nucleus;plasma_membrane,4
Q86W50,METTL16,nucleus,1
P42345,MTOR,cytosol;endoplasmic_reticulum;golgi;lysosome;mitochondrion;nucleus;plasma_membrane;vesicle,8
Q86YH6-2,PDSS2,cytosol;mitochondrion,2
Q9UL46,PSME2,cytosol;extracellular;nucleus;vesicle,4
Q7Z434,MAVS,mitochondrion;peroxisome,2
Q15021,NCAPD2,cytosol;nucleolus;nucleus,3
Q9HD23-2,MRS2,mitochondrion,1
Q32NB8-2,PGS1,endoplasmic_reticulum;mitochondrion,2
Q8WUK0-2,PTPMT1,mitochondrion;nucleus,2
P50336,PPOX,mitochondrion,1
Q68DK2-2,ZFYVE26,cytoskeleton;endosome;lysosome;vesicle,4
Q9P253,VPS18,cell junction;endosome;lysosome;synapse;vesicle,5
Q9Y3D7,PAM16,mitochondrion,1
P57737-2,CORO7,cytoskeleton;cytosol;golgi;plasma_membrane;vesicle,5
Q9NXA8-2,SIRT5,cytosol;mitochondrion;nucleus,3
Q8IZD4,DCP1B,cytosol;nucleus,2
Q9Y3A5,SBDS,cytoskeleton;cytosol;nucleolus;nucleus,4
P51587,BRCA2,cytoskeleton;cytosol;nucleus;vesicle,4
Q8TCU4-2,ALMS1,cytoskeleton;cytosol;plasma_membrane,3
P48200,IREB2,cytosol,1
Q14667-2,KIAA0100,endoplasmic_reticulum;mitochondrion;nucleus;plasma_membrane,4
O15350-5,TP73,cytosol;nucleus,2
Q8NEV8-2,EXPH5,endosome;vesicle,2
Q96I15,SCLY,cytosol;golgi,2
P46063,RECQL,nucleus,1
Q8NFW8-2,CMAS,nucleolus;nucleus,2
P49915,GMPS,cytosol,1
P20585,MSH3,nucleus,1
Q8WVY7,UBLCP1,nucleolus;nucleus,2
P23378,GLDC,mitochondrion,1
P55212,CASP6,cytosol;nucleolus;nucleus,3
Q96C19,EFHD2,plasma_membrane,1
Q96H79,ZC3HAV1L,cytosol,1
Q5T440,IBA57,mitochondrion,1
P54920,NAPA,cell junction;cytosol;extracellular;plasma_membrane;synapse;vesicle,6
Q8WVM8,SCFD1,cytosol;endoplasmic_reticulum;golgi;nucleus;vesicle,5
O95249,GOSR1,golgi;vesicle,2
Q13190-2,STX5,cytosol;endoplasmic_reticulum;er_golgi_intermediate;golgi;nucleus;vesicle,6
A2RRP1-2,NBAS,cytosol;endoplasmic_reticulum;nucleus;vesicle,4
Q96AJ9-2,VTI1A,cell junction;endoplasmic_reticulum;endosome;golgi;nucleus;plasma_membrane;synapse;vesicle,8
O14653-2,GOSR2,endoplasmic_reticulum;endosome;er_golgi_intermediate;golgi;nucleus;vesicle,6
P51809-3,VAMP7,cell junction;endoplasmic_reticulum;endosome;extracellular;golgi;lysosome;nucleus;plasma_membrane;synapse;vesicle,10
Q9BV40,VAMP8,cytosol;endosome;extracellular;lysosome;plasma_membrane;vesicle,6
Q96RE7,NACC1,cell junction;cytosol;nucleus,3
Q9Y2X7-3,GIT1,cell junction;cytoskeleton;cytosol;mitochondrion;plasma_membrane;synapse,6
P55197,MLLT10,cytosol;nucleus,2
Q9Y618-3,NCOR2,nucleus,1
A2RRD8,ZNF320,nucleus,1
Q96PV6-2,LENG8,nucleus,1
Q15813,TBCE,cytoskeleton,1
Q86TI0,TBC1D1,golgi;nucleolus;nucleus,3
Q96L15-2,ART5,extracellular,1
Q9P244,LRFN1,cell junction;plasma_membrane;synapse,3
O43414-2,ERI3,cytosol,1
P51805,PLXNA3,plasma_membrane,1
Q15788-2,NCOA1,cytosol;nucleus;plasma_membrane,3
O43264,ZW10,cytoskeleton;cytosol;endoplasmic_reticulum;nucleus;vesicle,5
Q6PJ69,TRIM65,cytosol;nucleus,2
O95551-2,TDP2,nucleolus;nucleus,2
O95071,UBR5,cytosol;nucleus,2
Q7L266,ASRGL1,cytosol;nucleus,2
Q08722-2,CD47,extracellular;plasma_membrane;vesicle,3
Q4J6C6-3,PREPL,cytoskeleton;cytosol;golgi;mitochondrion;nucleus,5
Q4G0I0,C16orf91,mitochondrion,1
P52888,THOP1,cytosol;mitochondrion,2
P13591-1,NCAM1,cytosol;extracellular;golgi;plasma_membrane,4
Q14766-2,LTBP1,endoplasmic_reticulum;extracellular,2
Q13123,IK,cytoskeleton;nucleus,2
B2RTY4-2,MYO9A,cell junction;cytoskeleton;cytosol;plasma_membrane;synapse,5
O43432,EIF4G3,cytosol,1
Q13585,GPR50,cell junction;nucleus;plasma_membrane;synapse,4
P54707-2,ATP12A,plasma_membrane,1
Q9H7D7-2,WDR26,cytosol;mitochondrion;nucleus,3
P49454,CENPF,cytoskeleton;cytosol;nucleus;plasma_membrane,4
Q8IW35-2,CEP97,cytoskeleton;cytosol,2
Q8TBZ8,ZNF564,nucleus,1
P61966,AP1S1,cytosol;endosome;golgi;lysosome;plasma_membrane;vesicle,6
O15111,CHUK,cytosol;nucleus;plasma_membrane,3
Q9HAU0-2,PLEKHA5,cytosol;nucleus,2
Q5T5Y3-3,CAMSAP1,cytoskeleton;cytosol,2
Q5EBL8-2,PDZD11,cell junction;cytosol;extracellular;plasma_membrane,4
Q14587,ZNF268,nucleus,1
O95714,HERC2,cytoskeleton;cytosol;nucleus,3
C9J9J2,ZNF783,nucleus,1
Q8N1G0,ZNF687,nucleus,1
O95239-2,KIF4A,cytoskeleton;cytosol;nucleus,3
Q2KHM9,KIAA0753,cytoskeleton,1
Q9Y3M9,ZNF337,nucleus,1
Q2NKJ3,CTC1,nucleus,1
P51692,STAT5B,cytosol;nucleus,2
P82664,MRPS10,mitochondrion,1
Q14669,TRIP12,cytosol;nucleus,2
P82650,MRPS22,mitochondrion,1
Q5F1R6-2,DNAJC21,cytosol;nucleolus;nucleus,3
Q9Y291,MRPS33,mitochondrion,1
P82921,MRPS21,mitochondrion,1
Q8IYN0,ZNF100,nucleus,1
Q9H8G1,ZNF430,nucleus,1
Q6P2C8,MED27,cytosol;nucleolus;nucleus,3
Q9H6F5,CCDC86,nucleolus;nucleus,2
P0CB38,PABPC4L,cytosol;nucleus,2
P25398,RPS12,cytosol;nucleus,2
Q9NQV6-1,PRDM10,nucleus,1
Q9UIF9-2,BAZ2A,cytosol;nucleolus;nucleus,3
Q12899,TRIM26,cytosol;nucleus,2
P78345,RPP38,nucleolus;nucleus,2
Q96RF0-2,SNX18,endosome;extracellular;plasma_membrane;vesicle,4
Q709F0,ACAD11,mitochondrion;nucleus;peroxisome,3
Q9NRG4,SMYD2,cytosol;nucleus,2
Q9NUQ7,UFSP2,endoplasmic_reticulum;nucleus,2
Q9NVV0,TMEM38B,endoplasmic_reticulum;nucleus,2
Q16891-2,IMMT,mitochondrion,1
Q9Y512,SAMM50,extracellular;mitochondrion;vesicle,3
Q5HYI7-4,MTX3,mitochondrion,1
Q5H9S7,DCAF17,cytosol;nucleolus;nucleus,3
Q96JN8-2,NEURL4,cytoskeleton;mitochondrion,2
Q6N069,NAA16,cytosol;extracellular;nucleus;vesicle,4
Q96QC0,PPP1R10,nucleus,1
Q02252,ALDH6A1,mitochondrion;nucleus,2
Q13825,AUH,mitochondrion,1
Q9UM22,EPDR1,extracellular;lysosome,2
P54098,POLG,extracellular;mitochondrion;nucleolus;nucleus,4
Q6DD88,ATL3,endoplasmic_reticulum;nucleus,2
Q9UI14,RABAC1,cell junction;golgi;plasma_membrane;synapse;vesicle,5
O60831,PRAF2,endosome;vesicle,2
Q8NHH9-2,ATL2,endoplasmic_reticulum;nucleus,2
Q9Y5W8-2,SNX13,endosome;vesicle,2
Q15041,ARL6IP1,endoplasmic_reticulum;nucleus,2
P61106,RAB14,cytosol;endoplasmic_reticulum;endosome;extracellular;golgi;lysosome;nucleus;plasma_membrane;vesicle,9
Q96SB3,PPP1R9B,cell junction;cytoskeleton;nucleus;plasma_membrane;synapse,5
Q17R31-2,TATDN3,mitochondrion;nucleus,2
Q5XPI4,RNF123,cytosol;nucleus,2
E7ERJ1,ITSN1,cytosol;endosome;nucleus;plasma_membrane;vesicle,5
Q0JRZ9,FCHO2,cytosol;plasma_membrane;vesicle,3
O94973-2,AP2A2,cytosol;endosome;lysosome;plasma_membrane;vesicle,5
Q8WXE9,STON2,cell junction;cytosol;golgi;nucleolus;nucleus;plasma_membrane;synapse;vesicle,8
O95782-2,AP2A1,cytosol;endosome;golgi;lysosome;plasma_membrane;vesicle,6
Q9NSY1-2,BMP2K,nucleus,1
Q2M2I8-2,AAK1,cell junction;cytosol;plasma_membrane;synapse;vesicle,5
P42566,EPS15,cytosol;endosome;plasma_membrane;vesicle,4
P09668,CTSH,cytosol;endosome;extracellular;lysosome;vesicle,5
Q9NRZ5,AGPAT4,endoplasmic_reticulum;mitochondrion;nucleus,3
O94919,ENDOD1,cytosol;extracellular;vesicle,3
P47813,EIF1AX,cytosol,1
O00443,PIK3C2A,cytosol;extracellular;golgi;nucleus;plasma_membrane;vesicle,6
O75792,RNASEH2A,cytosol;nucleus,2
A6NFN3,RBFOX3,nucleus,1
Q8WVD3,RNF138,nucleus,1
Q9H7S9,ZNF703,mitochondrion;nucleus,2
Q9BZE9-2,ASPSCR1,er_golgi_intermediate;nucleus;plasma_membrane;vesicle,4
Q6ZTN6,ANKRD13D,endosome;plasma_membrane;vesicle,3
P78559-2,MAP1A,cell junction;cytoskeleton;cytosol;plasma_membrane;synapse,5
Q86SJ6-2,DSG4,cell junction;plasma_membrane,2
Q14571,ITPR2,endoplasmic_reticulum;nucleus;plasma_membrane;vesicle,4
Q14573,ITPR3,endoplasmic_reticulum;nucleus;plasma_membrane;vesicle,4
Q14643-2,ITPR1,endoplasmic_reticulum;nucleus;plasma_membrane;vesicle,4
P42785,PRCP,extracellular;lysosome;plasma_membrane;vesicle,4
P80108,GPLD1,extracellular;lysosome;vesicle,3
Q8NBF6,AVL9,endosome;vesicle,2
Q9NT99,LRRC4B,cell junction;plasma_membrane;synapse,3
Q02487-2,DSC2,cell junction;cytosol;extracellular;plasma_membrane;vesicle,5
Q9NXC5,MIOS,cell junction;cytosol;lysosome;nucleus,4
Q9NS93,TM7SF3,cytosol;extracellular;nucleus;plasma_membrane;vesicle,5
P78357,CNTNAP1,cell junction;plasma_membrane;synapse,3
O60243,HS6ST1,golgi;plasma_membrane,2
Q03167-2,TGFBR3,cytosol;extracellular;plasma_membrane;vesicle,4
Q6UXD5-2,SEZ6L2,endoplasmic_reticulum;nucleus;plasma_membrane,3
Q9HDB5-2,NRXN3,cell junction;plasma_membrane;synapse,3
Q8NCN5,PDPR,mitochondrion,1
Q9Y6B6,SAR1B,cytosol;endoplasmic_reticulum;golgi;lysosome;nucleus;vesicle,6
O00746,NME4,mitochondrion,1
Q3T8J9-3,GON4L,nucleus,1
Q96P70,IPO9,cytosol;nucleus,2
Q9UNS1-2,TIMELESS,nucleus,1
Q8N108-7,MIER1,nucleus,1
P62979,RPS27A,cytosol;endoplasmic_reticulum;endosome;extracellular;mitochondrion;nucleolus;nucleus;plasma_membrane;vesicle,9
P18887,XRCC1,nucleolus;nucleus,2
O94880-2,PHF14,nucleus,1
Q9BRT9,GINS4,nucleus,1
P47928,ID4,nucleus,1
Q03001-8,DST,cell junction;cytoskeleton;cytosol;endoplasmic_reticulum;extracellular;nucleus;plasma_membrane;vesicle,8
Q92576-2,PHF3,nucleus,1
P25490,YY1,nucleolus;nucleus,2
Q92824,PCSK5,extracellular;golgi,2
Q9UQ35,SRRM2,nucleus,1
P17480-2,UBTF,nucleolus;nucleus,2
P42568,MLLT3,cytosol;extracellular;nucleus;vesicle,4
Q13427-2,PPIG,cytosol;nucleus,2
O15047,SETD1A,nucleus,1
O75052,NOS1AP,cell junction;cytoskeleton;cytosol;endoplasmic_reticulum;mitochondrion;nucleus;plasma_membrane;synapse,8
O15417,TNRC18,cytosol;mitochondrion;nucleus,3
Q3L8U1-2,CHD9,cytosol;nucleus,2
P25440-2,BRD2,nucleus,1
O60244,MED14,nucleus,1
O75586,MED6,nucleus,1
Q9Y3C7,MED31,nucleus,1
Q96G25-2,MED8,nucleus,1
Q96HR3,MED30,nucleus,1
Q71SY5-2,MED25,nucleus,1
Q86YW9-4,MED12L,nucleus,1
O75781-2,PALM,cell junction;nucleus;plasma_membrane;synapse;vesicle,5
Q9UHV7,MED13,nucleus,1
O95402,MED26,nucleus,1
Q71F56,MED13L,nucleus,1
Q9Y2X0-2,MED16,nucleus,1
Q07065,CKAP4,cytoskeleton;endoplasmic_reticulum;extracellular;lysosome;nucleus;plasma_membrane;vesicle,7
P17677,GAP43,cell junction;plasma_membrane;synapse,3
Q96RN5-2,MED15,nucleus,1
